seq,name,uscc,pdf_page
124,中青（海南）康养有限公司,91460000MAEET1RAXP,3
125,中且（三亚）科技有限公司,91510700MADXH7F16T,3
126,中侨（海南）文旅发展有限公司,91460000MAEPPANEXU,3
127,中乾立源工程咨询有限公司海南分公司,91460000MAC1P6H43J,3
128,中乾立源工程咨询（海南）有限公司,91460000MAA98BMY5J,3
129,中启明（三亚）投资控股有限公司,91460000MAEM6XNH0M,3
130,中谱智装（海南）科技有限公司,91469033MA5TKMKK26,3
131,中璞软件（海南）有限公司,91460100348098686L,3
132,中诺辉迪国际贸易（海南）有限公司,91460106MAD4KM2Y4J,3
133,中农国商（海南）产业发展集团有限公司,91469001MA5TLKX609,3
134,中农动科（三亚）技术有限公司,91460100MA5TKQUM3A,4
135,中农春天（海南）产业投资有限公司,91460000MAK2CHH80M,4
136,中能九泰能源（海南）有限公司,91460000MA5U1R5F7W,4
137,中能恒泰（海南）低碳科技有限公司,91460000MAA90G9T14,4
138,中能海明泰石油化工（海南）有限公司,91460000MA5U2RU5XB,4
139,中铭集团（海南）股份有限公司,91460000MAA91J9Y6X,4
140,中明领航（海南）投资发展有限公司,91460000MAD5K8AA1T,4
141,中民市政工程（海南）有限公司,91460000MA5U2R710U,4
142,中民生物科技（海南）有限公司,91460000MA5TH4H552,4
143,中贸物流（海南）有限公司,91460000MA5TUJ5N8B,4
144,中连讯科（海南）光电科技有限公司,91460000MAD6C19CXP,4
145,中联油国际能源（海南）有限公司,91460108MAA93YPYXK,4
146,中联未来（海南）控股有限公司,91460106MA5TY80W1A,4
147,中利武芝（海南）建筑工程有限公司,91460000MAC4PQ6H7P,4
148,中利瑞智（三亚）置业投资有限公司,91460200MA5RF1FK4L,4
149,中丽通达（海南）科技有限公司,91460000MAEG7CDE5Y,4
150,中冷（海南）种子科技有限公司,91460000MA5U23YP3F,4
151,中蓝科技（三亚）有限责任公司,91460000MAC4G2C01G,4
152,中坤（海南经济特区）商贸有限责任公司,91469007MA5TK9L50U,4
153,中矿（海南）能源有限公司,91460000MACJXELM8Q,4
154,中克龙邦（三亚）贸易有限公司,91460107MADLXE358D,4
155,中科智远（海南）科技有限公司,91460000MA5TQU073R,4
156,中科智远（海南）创新科技有限公司,91460000MA7KG42337,4
157,中科通用（三亚）医疗科技有限公司,91460000MADACY585E,4
158,中科通用（海南）科技有限公司,91410105MA9M406J9G,4
159,中科泰成石油科技（海南）有限公司,91460000MA5TR33T4U,4
160,中科曙光信息产业（海南）有限公司,91460200MA5U0JX13A,4
161,中科联拓海洋科技（海南）有限公司,91460000MAEDPWEG8P,4
162,中科康健（海南）投资有限公司,91460000MAD3NCUN0K,4
163,中科开采夫（海南）空天信息研究院有限公司,91460000MA5TDEEB01,4
164,中科国研（海南）投资集团有限公司,91469030MA5TLT1G3G,4
165,中科国瑞科技（海南）集团有限公司,91460000MA7KGY3D33,4
166,中科国富（海南）投资集团有限公司,91460000MA5TL8JR01,4
167,中科产业集团（海南）有限公司,91460000MA5TGQ3D6N,4
168,中康组学（海南）生物科技有限公司,91460000MA5U14L2X1,4
169,中开总局建筑工程（海南）有限公司,91460000MA5TQFCW3W,4
170,中开建装修设计（海南）有限公司,91460108MA5TYWM72C,4
171,中钧（海南）实业有限公司,91460200798725026F,4
172,中聚供应链管理（海南）有限公司,91460000MA5TY8DJ8K,4
173,中景德企服（海南）科技有限公司,91460108MAD8WNN1XP,4
174,中鲸（海南）投资集团有限公司,91460000MABPAW44X6,4
175,中京建实业（海南）有限公司,91460100MA5TY74H1P,4
176,中京地产实业有限公司,91430000576557020F,4
177,中晋泽石油化工（三亚）有限公司,91460000MA5TT7T048,4
178,中锦集团（海南）有限公司,91460000MAC3Q5AB0E,4
179,中锦恒业建设集团有限公司三亚分公司,91460000MACEXDLP50,5
180,中金国融（海南）投资集团有限公司,91460000MA5TLQ9W7A,5
181,中金产业集团（海南）有限公司,91460000MA5TGFDK7P,5
182,中金（海南）经贸发展有限公司,91460000MA5TGXEP3A,5
183,中洁（海南）新能源有限公司,91460000MACDJ5BR9R,5
184,中胶（海南）文化有限公司,91460000MA5U0DWN0J,5
185,中建三局第三建设工程有限责任公司海南分公司,91460100567995870J,5
186,中建六局水利水电建设集团有限公司海南分公司,914602003480710614,5
187,中建二局第一建筑工程有限公司三亚分公司,91460200MA5TQGLB14,5
188,中健智康健康产业发展（海南）有限公司,91460200MADN0LA53M,5
189,中健华夏（海南）医学研究发展有限公司,91460000MAD9648F6W,5
190,中检科信（三亚）信息技术有限公司,91460000MA5TJXFG25,5
191,中佳智慧科技（三亚）有限公司,91460000MAA99T044H,5
192,中纪科创（海南）有限公司,91460000MAK0PJYT5Q,5
193,中技科转（海南）科技发展有限公司,91460000MACP1T1Q5H,5
194,中机联投科技（海南）有限责任公司,91460000MACHH5RC0J,5
195,中汇信科（海南）智能科技有限公司,91460000MADAYK4B5P,5
196,中汇鸿铭投资（海南）有限责任公司,91460107MACKBG7PX2,5
197,中环能（海南）智能科技有限公司,91460000MA5TMGGD47,5
198,中寰海商贸（海南）有限公司,91460108MAA9AFLU88,5
199,中化学（海南）有限公司,91460100MA5U2KMF1N,5
200,中化现代农业（广西）有限公司海南分公司,91460106MACRXQAB8U,5
201,中化金茂物业管理（北京）有限公司三亚分公司,91460200MA5TKAKX6E,5
202,中化（海南）农业生态有限公司,91460200MA5U2X899W,5
203,中化（海南）财资管理有限公司,91460000MAEH001T1G,5
204,中狐传媒（海南）有限公司,91460000MACH63WE3B,5
205,中厚实业发展（海南）有限公司,91460000MA5TYTJT51,5
206,中鸿通建（海南）科技投资有限公司,91460000MAE07FW56A,5
207,中弘盛澜农渔发展（海南）有限公司,91460000MACFXP1N5X,5
208,中宏新智（海南）科技有限公司,91460000MACLYDAF56,5
209,中宏勘探装备科技（海南）有限公司,91460000MAA96LMQ61,5
210,中宏大（海南）国际投资有限公司,91460108MAD67PLD2L,5
211,中宏盛世（海南）投资有限公司,91460000MAEBRCA22N,5
212,中恒农科（海南）农业科技有限公司,91460100MA5TUN0T6Y,5
213,中恒路桥建设（海南）有限公司,91469027MACQ3W7Y9A,5
214,中恒创（海南）科技有限公司,91460000MACCPQD34C,5
215,中禾耀（海南）农业集团有限公司,91460000MACD7HYD8P,5
216,中邯投资集团（海南）有限公司,91460100MAA97FBX2R,5
217,中海首建（北京）建筑工程有限公司三亚第一分公司,91460000MAC7UTRBXN,5
218,中海科技（海南）有限公司,91460100MAA9AQYM5Y,5
219,中海建安建设有限公司三亚分公司,91460108MAC107BF1K,5
220,中海（三亚）农业科技发展有限公司,91460105MAA9AC14XL,5
221,中哈（海南）能源科技有限公司,91460000MAEU00130F,5
222,中国种子集团有限公司三亚分公司,91460200760383243H,5
223,中国种子集团有限公司,91110000100000438C,5
224,中国有线电视网络有限公司三亚崖城营业厅,91460200MA5RH0E61G,6
225,中国邮政集团有限公司三亚市崖城支局,91460200693158053C,6
226,中国邮政集团有限公司三亚市南滨邮政支局,91460204MAD9XU7D12,6
227,中国邮政储蓄银行股份有限公司三亚市崖州大道支行,91460200552772412M,6
228,中国邮政储蓄银行股份有限公司三亚市崖城营业所,91460200552767314J,6
229,中国银行股份有限公司三亚崖州支行,91460200MA5T7W8F17,6
230,中国图书进出口（集团）有限公司海南分公司,91460000MAEGB5BX00,6
231,中国通用航空有限责任公司,91120116710921648C,6
232,中国石化销售股份有限公司海南三亚中心渔港加油站,91460200MAA92M9M1W,6
233,中国石化销售股份有限公司海南三亚崖州大道加能站,91460000MAE6TJL44X,6
234,中国石化销售股份有限公司海南三亚崖城加油站,91460200MA5RCC1A7D,6
235,中国石化销售股份有限公司海南三亚崖城高速南加油站,91460000MA7KMW5K0K,6
236,中国石化销售股份有限公司海南三亚南山港加油站,91460200395976613A,6
237,中国人民财产保险股份有限公司三亚市崖州支公司,91460200MA5RCG0269,6
238,中国平安人寿保险股份有限公司三亚中心支公司崖城营销服务部,91460200578718991D,6
239,中国农业银行股份有限公司三亚崖州科技支行,91460000MAD7ETJY1D,6
240,中国农业银行股份有限公司三亚南繁支行,91460200348082246U,6
241,中国美术学院风景建筑设计研究总院有限公司海南分公司,91460100594945617K,6
242,中国联合网络通信有限公司三亚市分公司崖州湾科技城营业店,91460000MAC2U93B81,6
243,中国联合网络通信有限公司三亚市分公司崖州南滨营业部,91460000MA7M5TXM6B,6
244,中国建筑一局（集团）有限公司三亚崖州区分公司,91460200MA5TQGKA70,6
245,中国建筑第八工程局有限公司三亚分公司,91460200MA5TMKLP5B,6
246,中国建设银行股份有限公司三亚崖州湾科技支行,91460200MADQ2K317K,6
247,中国国际农业投资有限公司三亚分公司,91460000MAEBUKPJ5C,6
248,中国工商银行股份有限公司三亚崖城支行,9146020005107734XR,6
249,中国东方航空股份有限公司海南分公司,91460200MAA907K93T,6
250,中国船舶重工集团公司第七六〇研究所海南分部,91460200MABMN7C404,6
251,中规院（北京）规划设计有限公司海南分公司,91460100MA5T3D9T9G,6
252,中格芸（海南）商贸有限公司,91460000MAE8KCD398,6
253,中赣昌（三亚）装饰有限公司,91460000MAK0GF2558,6
254,中福源经贸国际（海南）有限公司,91460107MA5TWEBF8B,6
255,中孚能源（海南）有限公司,91460000MA5TWEMX5Y,6
256,中发投医疗器械（海南）有限公司,91460000MA7J01DX29,6
257,中发投新能源（海南）有限公司,91460000MA7H9ARY1F,6
258,中发投旅游发展（海南）有限公司,91460000MAA98KQB70,6
259,中发投控股集团（海南）有限公司,91460000MA5TU3L08D,6
260,中发投科技（海南）有限公司,91460000MAA9846H5D,6
261,中发投地产经纪（海南）有限公司,91469027MA5TMQUN26,6
262,中发投传媒（海南）有限公司,91460000MA7JF6MPXC,6
263,中发投（海南）进出口贸易中心（有限合伙）,91460400MA5TU2JJ82,6
264,中多亿（海南）能源国际贸易有限公司,91460000MAA96XGR90,6
265,中都亿博科技（海南）有限公司,91460000MAK01TEN59,6
266,中道合健康生物科技（三亚）有限公司,91460000MAE20YGM9B,6
267,中创睿安（海南）科技有限公司,91460000MA5TWEH97R,6
268,中创启投（海南）医疗科技集团有限公司,91460000MACHEKDC6Y,6
269,中创嘉能（海南）新能源科技有限公司,91460000MA5TRTC48T,7
270,中创汇科（海南）科技有限公司,91460000MAD8LHM098,7
271,中船重工申海装备（海南）有限公司,91460200MA5T4P2B52,7
272,中船重工瑞利海洋信息与装备保障（海南）有限公司,91460200MA5T4UA0XB,7
273,中船重工鹏程海洋装备（海南）有限公司,91460200MA5T59AX8X,7
274,中船重工海洋装备（海南）有限公司,91460200MA5T4PL060,7
275,中船投资集团（海南）有限公司,91460000MA5TMLT63J,7
276,中船海目测试技术（海南）有限公司,91460200MA5T4QKL40,7
277,中船电子科技（三亚）有限公司,91460200MA5RH1QT9X,7
278,中船（海南）科技发展有限公司,91460200MA5T4PNH83,7
279,中珹投资（海南）有限公司,91460000MAE9N84E8A,7
280,中晟希润工程咨询有限公司,91460000MA5TN2QJ4C,7
281,中晟泰鑫（海南）商贸有限公司,91460000MAEJ201J2D,7
282,中成联控（海南）国际贸易有限公司,91460000MA5TX912XF,7
283,中城投（海南）科技有限公司,91460000MABLHPPF9R,7
284,中城创景运营管理有限公司,91460000MA7LPL5D0M,7
285,中称（海南）会计师事务所（个人独资）,91469001MAD8HGGW85,7
286,中辰进出口有限公司,91460000MAA96JXWXB,7
287,中昌泰（海南）进出口贸易有限公司,91460000MAEWBAHG8G,7
288,中昌宏（陕西）工程设计集团有限公司海南分公司,91460000MABLX1QL69,7
289,中测智能（海南）装备制造有限公司,91460000MAA93MR87A,7
290,中测顺徕（海南）科技有限公司,91460000MAK10UTP5G,7
291,中财（海南）园区运营有限公司,91460108MAA99YRW9D,7
292,中碧城汽车租赁（海南经济特区）有限公司,91460106MAA9A1M35R,7
293,中倍投资（海南）有限公司,91460108MA5TXLWE8C,7
294,中北颐和黄金珠宝销售（海南）有限公司,91460000MAA94T1780,7
295,中邦（三亚）投资有限公司,91460108MADP71TA0A,7
296,中佰腾（海南经济特区）国际贸易有限公司,91460000MA5TW2LT39,7
297,中佰联（海南经济特区）国际贸易有限公司,91460100MA5TLYK23C,7
298,中佰（海南）数字科技有限公司,91460108MAA9AQ0D50,7
299,中安永泰（海南）经济技术合作有限公司,91469006MA5RF02T2G,7
300,中安能石化（海南）有限公司,91460000MA5U2CU59F,7
301,质新科技（海南）有限公司,91460000MADMCDMF4Y,7
302,致悦信息技术（海南）有限公司,91460000MA5TQG8A0H,7
303,致通振业（海南）税务师事务所有限公司,91460000MA5TMJL40N,7
304,致灏（海南）科技有限公司,91460000MAC6L60U06,7
305,至那数字产业投资发展（海南）有限公司,91460000MAEWW5W54N,7
306,至那科技（海南）有限公司,91460000MAE7REL83W,7
307,治海驰象科技（海南）有限公司,91460000MA5TMCRN5R,7
308,智真海洋科技（三亚）有限公司,91460000MAD75D3D5F,7
309,智宇信科技（海南）有限公司,91460000MAC444128B,7
310,智研会（海南）科技有限公司,91460000MAE75M25XU,7
311,智枢（海南）项目管理有限公司,91460000MAEM20RW77,7
312,智农三六一（三亚）科贸有限公司,91460000MA5TPXWG3Q,7
313,智能时空（海南）数字科技有限公司,91460108MAD9MCFG8J,7
314,智能农人（海南）科技有限公司,91460000MABY6GLX86,8
315,智能矩阵（海南）网络科技有限公司,91460000MA5TWNPX9G,8
316,智明序达生物科技（海南）有限公司,91460000MAD6F97P12,8
317,智灵芯科（海南）科技有限责任公司,91460000MAEXXYJ576,8
318,智联商策科技投资（海南）工作室（个人独资）,91469036MACNJGED24,8
319,智力劳务（海南）有限公司,91460106MA5TX0002Y,8
320,智科博纳（海南）科技有限公司,91460000MA7NER887T,8
321,智绘山河（海南）文化科技有限公司,91460000MAERNW982P,8
322,智慧领航（海南）国际技术转移有限公司,91460000MA5TX02485,8
323,智海鲲鹏（海南）科技有限公司,91460000MA5TKKH398,8
324,智海（三亚）软件有限公司,91510124MADR0TNU6J,8
325,智本元通（海南）科技发展有限公司,91460000MA5TXME36R,8
326,志库科技（海南）有限公司,91460000MAEGBL450U,8
327,指南针（海南）科技有限公司,91460000MA5TPT8U40,8
328,知涯（三亚）科技有限公司,91469002MADJK1R791,8
329,知成（海南）知识产权服务有限公司,91460000MAEB1TY462,8
330,枝繁现代农业科技（海南）有限公司,91460106MADT3NLC8N,8
331,证聚科技（海南）有限责任公司,91460000MAEPNEWM2N,8
332,正中堂（海南）健康管理有限公司,91460000MACBUC8A89,8
333,正林（三亚）建筑劳务有限公司,91469027MAD92FQC4J,8
334,正加能（海南）科技有限公司,91460000MA7HR5AXXP,8
335,正华博智（海南）投资有限公司,91460000MAE7G4NE80,8
336,正合艺（海南）文化发展控股有限公司,91460000MABMN1NT9R,8
337,正孚能源（海南）有限公司,91460000MA5TY59W0Q,8
338,正德厚生（海南经济特区）科技有限公司,91460000MA5TU4W6X9,8
339,正畅石化（海南）有限公司,91460000MA5U0P239F,8
340,争优（海南）国际贸易服务管理有限公司,91460000MAD0UMJ64C,8
341,振乡兴农业科技（海南）有限公司,91460100MA5RCK9LXN,8
342,臻御康源（三亚）健康产业有限公司,91460000MAEMCWB3XR,8
343,臻山（三亚）装饰工程有限责任公司,91460107MADMXRHK67,8
344,臻禾（海南）生物科技有限公司,91610201MAB254170M,8
345,臻工坊（三亚）实业有限公司,91460000MAD86MQ301,8
346,真卓科技（海南）合伙企业（有限合伙）,91469033MA5U0FQ93F,8
347,真缘（海南）科技有限公司,91460200MADMNM7Y90,8
348,真奥农业科技（三亚）有限公司,91460000MAEL7GPA4P,8
349,浙水（海南）投资有限公司,91469005MADP2D2L4P,8
350,浙江浙大新宇物业集团有限公司三亚分公司,91460200MA5TMLB42J,8
351,浙江宇众环境科技有限公司海南分公司,91460108MACK4MB41T,8
352,浙江首通快运有限公司三亚崖州区分公司,91460200MA5REWUW7N,8
353,浙江华东工程建设管理有限公司海南分公司,91460100MAA966H35H,8
354,找值（三亚）科技有限公司,91460000MA5TXRXKXK,8
355,昭珩（三亚）投资有限责任公司,91460000MAERWX810A,8
356,招商银行股份有限公司三亚崖州湾科技城支行,91460000MAE8YBMK94,8
357,招商蛇口三亚发展有限公司,91460200082500948B,8
358,招商三亚崖州湾发展有限公司崖州酒店分公司,91460000MACP7RBH21,8
359,招商三亚崖州湾发展有限公司,91460200MA5TEQA03J,9
360,招商三亚深海科技城开发有限公司,91460200MA5T7PXN74,9
361,招商局物业管理有限公司三亚分公司,91460200MA5TGYNC7A,9
362,招商局深海装备研究院（三亚）有限公司,91460200MA5TALGU1E,9
363,招商国金（海南）投资集团有限公司,91460000MA5TN7J40K,9
364,招商（三亚）深海装备产业园有限公司,91460000MA5TPQA546,9
365,彰利建筑工程有限公司三亚分公司,91460000MAEMGFFU1K,9
366,张农种业科技（海南）有限公司,91460000MAE70AEEX3,9
367,展途科技迁安有限公司,91130283MA0CW9KK8C,9
368,瞻土创生（三亚）装饰设计有限公司,91460000MAEK1BFYX7,9
369,泽智（三亚）企业服务有限公司,91460000MAE3NUY41P,9
370,泽曦（三亚）供应链管理有限公司,91460000MAERHFC156,9
371,泽通石化（海南）有限公司,91460000MA5TWRW120,9
372,泽三实业（海南省）有限责任公司,91460000MAA99UPP8B,9
373,泽润斯特农业科学研究（海南）有限公司,91460000MAEWHXBD0A,9
374,泽润（海南）教育咨询服务有限责任公司,91460107MADQ0FH38U,9
375,泽壤数字科技（海南）有限公司,91460000MAEGCH6X7P,9
376,泽凝贸易（海南）有限公司,91460000MAC7TT0615,9
377,泽莱科技（三亚）有限公司,91460000MAC3Y0B07Q,9
378,韵畅（海南省）医疗器械有限公司,91460000MA5TJMXM6C,9
379,运势达（海南）供应链管理有限公司,91469002MABPUWE77X,9
380,运筹帷幄（海南）数据智能科技有限公司,91460000MAEBMFLW9N,9
381,雲起龙襄产业投资（海南）有限公司,91460000MADK2QYT4A,9
382,匀宁时代（海南）投资集团有限公司,91460000MACY4DAJ6W,9
383,云芝锦（海南）生物科技有限公司,91460105MAA9A87JX8,9
384,云真生物科技（三亚）有限责任公司,91460000MAE1N8MB0A,9
385,云肴科技（三亚）有限公司,91460000MAG1P2T2X0,9
386,云养鱼海洋科技有限公司,91370100MA3QQBAT96,9
387,云上企服（海南）科技有限公司,91460000MAA936UFXL,9
388,云山树（海南）信息服务有限公司,91460000MA5TL8L456,9
389,云桥科技（海南）有限公司,91460106MAA90JWC7E,9
390,云派智农（海南）科技有限公司,91460000MAK1RM4A9Q,9
391,云检科技（海南）有限公司,91469027MA5TN6ET00,9
392,云辉融电（海南）数字科技有限公司,91460000MAK149BL2U,9
393,云辉（海南）控股集团有限公司,91460108MAA9A4TG43,9
394,云环（三亚）科技合伙企业（有限合伙）,91460202MAD0NK3BXU,9
395,云汉科技（海南）有限公司,91460000MAE74C089W,9
396,云海熙（海南）新能源科技有限公司,91460200MA5T30G78Q,9
397,云驰网络科技（海南）有限公司,91460000MA5TWBRP3K,9
398,云仓农投（海南）管理有限责任公司,91460105MAA99Y1YXR,9
399,跃嘉科技（海南）有限公司,91460000MAE7GT0B5M,9
400,越程茂嘉（海南）农业发展有限公司,91460000MACLKEDF0R,9
401,粤民天海创新投资（三亚）有限公司,91460000MAEWCG49XK,9
